Algorithm,Function,Dimension,Population,Best Value,Execution Time
gsa,beale_function,2,10,2.6921317484442397,0.005721092224121094
gsa,beale_function,2,10,0.3544112116601803,0.005721092224121094
gsa,beale_function,2,20,2.268714407275071,0.020231008529663086
gsa,beale_function,2,20,0.017168189673071432,0.020231008529663086
gsa,beale_function,2,30,2.5425149294258644,0.04421710968017578
gsa,beale_function,2,30,0.40380810186296084,0.04421710968017578
gsa,beale_function,2,40,2.9312232257060353,0.07691192626953125
gsa,beale_function,2,40,0.49393530268525354,0.07691192626953125
gsa,beale_function,2,50,2.1579025839195793,0.1183769702911377
gsa,beale_function,2,50,0.25608282313814246,0.1183769702911377
gsa,beale_function,3,10,2.175018430208033,0.0056798458099365234
gsa,beale_function,3,10,0.08549403305754508,0.0056798458099365234
gsa,beale_function,3,10,-0.45302089547438346,0.0056798458099365234
gsa,beale_function,3,20,2.3351228545740015,0.02016305923461914
gsa,beale_function,3,20,0.23848740408673796,0.02016305923461914
gsa,beale_function,3,20,1.2062462903743292,0.02016305923461914
gsa,beale_function,3,30,2.4957076186046283,0.04358386993408203
gsa,beale_function,3,30,0.26589454701586235,0.04358386993408203
gsa,beale_function,3,30,-2.9541952954759596,0.04358386993408203
gsa,beale_function,3,40,3.090764013175119,0.07732415199279785
gsa,beale_function,3,40,0.5268638860800592,0.07732415199279785
gsa,beale_function,3,40,-1.864030859785367,0.07732415199279785
gsa,beale_function,3,50,2.3155957955912614,0.12000584602355957
gsa,beale_function,3,50,0.2676482603896097,0.12000584602355957
gsa,beale_function,3,50,-0.026591034414935086,0.12000584602355957
gsa,beale_function,5,10,-2.039376524908761,0.005777835845947266
gsa,beale_function,5,10,1.3426484189204793,0.005777835845947266
gsa,beale_function,5,10,-1.2356658226593829,0.005777835845947266
gsa,beale_function,5,10,0.292828503378997,0.005777835845947266
gsa,beale_function,5,10,2.790801785844683,0.005777835845947266
gsa,beale_function,5,20,2.473201377004787,0.020467758178710938
gsa,beale_function,5,20,0.3241587098851433,0.020467758178710938
gsa,beale_function,5,20,1.3670433226890628,0.020467758178710938
gsa,beale_function,5,20,1.960003980535522,0.020467758178710938
gsa,beale_function,5,20,0.7725506551995158,0.020467758178710938
gsa,beale_function,5,30,2.467324891051434,0.04357314109802246
gsa,beale_function,5,30,0.16693824593198275,0.04357314109802246
gsa,beale_function,5,30,0.17085365586695522,0.04357314109802246
gsa,beale_function,5,30,-0.5668730483000968,0.04357314109802246
gsa,beale_function,5,30,-1.5605112366990106,0.04357314109802246
gsa,beale_function,5,40,2.0560693521076403,0.07695412635803223
gsa,beale_function,5,40,0.07640226626310923,0.07695412635803223
gsa,beale_function,5,40,-1.1878121175191063,0.07695412635803223
gsa,beale_function,5,40,-0.4711370672786982,0.07695412635803223
gsa,beale_function,5,40,-0.4123367853501324,0.07695412635803223
gsa,beale_function,5,50,2.4411282856213816,0.1194298267364502
gsa,beale_function,5,50,0.3406785848006048,0.1194298267364502
gsa,beale_function,5,50,-1.2633328189111137,0.1194298267364502
gsa,beale_function,5,50,1.5845758209205645,0.1194298267364502
gsa,beale_function,5,50,-0.4983885296494822,0.1194298267364502
gwo,beale_function,2,10,2.898363556273639,0.0006339550018310547
gwo,beale_function,2,10,0.46657269638284,0.0006339550018310547
gwo,beale_function,2,20,3.0211955278480835,0.0008449554443359375
gwo,beale_function,2,20,0.5041978831370205,0.0008449554443359375
gwo,beale_function,2,30,2.978169132942494,0.0010879039764404297
gwo,beale_function,2,30,0.4949591155627373,0.0010879039764404297
gwo,beale_function,2,40,2.989429372879244,0.001277923583984375
gwo,beale_function,2,40,0.49750555742102254,0.001277923583984375
gwo,beale_function,2,50,2.997211154370449,0.0015571117401123047
gwo,beale_function,2,50,0.49963851464566394,0.0015571117401123047
gwo,beale_function,3,10,-4.82304221125955,0.0006201267242431641
gwo,beale_function,3,10,1.172991418498005,0.0006201267242431641
gwo,beale_function,3,10,-1.305126471515693,0.0006201267242431641
gwo,beale_function,3,20,3.007067785006067,0.0008428096771240234
gwo,beale_function,3,20,0.5023714388478745,0.0008428096771240234
gwo,beale_function,3,20,-4.233726823544932,0.0008428096771240234
gwo,beale_function,3,30,2.9882661169602707,0.0010869503021240234
gwo,beale_function,3,30,0.4992860484084624,0.0010869503021240234
gwo,beale_function,3,30,1.4536518532319167,0.0010869503021240234
gwo,beale_function,3,40,2.989317230991489,0.0012977123260498047
gwo,beale_function,3,40,0.4974613518204669,0.0012977123260498047
gwo,beale_function,3,40,1.9157657295118045,0.0012977123260498047
gwo,beale_function,3,50,2.9957608597300767,0.0015590190887451172
gwo,beale_function,3,50,0.49965217443782245,0.0015590190887451172
gwo,beale_function,3,50,2.4969876798021855,0.0015590190887451172
gwo,beale_function,5,10,2.0750275355910484,0.0006420612335205078
gwo,beale_function,5,10,-0.056937992859313113,0.0006420612335205078
gwo,beale_function,5,10,-8.298916039827063,0.0006420612335205078
gwo,beale_function,5,10,-5.375295408564168,0.0006420612335205078
gwo,beale_function,5,10,3.490062124752495,0.0006420612335205078
gwo,beale_function,5,20,3.0061900695736714,0.0008718967437744141
gwo,beale_function,5,20,0.5030362547047381,0.0008718967437744141
gwo,beale_function,5,20,-3.4378006376024044,0.0008718967437744141
gwo,beale_function,5,20,-4.596637247326602,0.0008718967437744141
gwo,beale_function,5,20,-8.325163071269357,0.0008718967437744141
gwo,beale_function,5,30,3.0212001651296028,0.001171112060546875
gwo,beale_function,5,30,0.502694463778066,0.001171112060546875
gwo,beale_function,5,30,8.818572003717867,0.001171112060546875
gwo,beale_function,5,30,-5.814577883562119,0.001171112060546875
gwo,beale_function,5,30,0.424491630506536,0.001171112060546875
gwo,beale_function,5,40,3.0043256220829684,0.0013937950134277344
gwo,beale_function,5,40,0.5004755645037087,0.0013937950134277344
gwo,beale_function,5,40,-9.726256907903782,0.0013937950134277344
gwo,beale_function,5,40,2.4235587145242925,0.0013937950134277344
gwo,beale_function,5,40,-6.786101313377937,0.0013937950134277344
gwo,beale_function,5,50,2.987975335058186,0.0016279220581054688
gwo,beale_function,5,50,0.4970540848048672,0.0016279220581054688
gwo,beale_function,5,50,-3.4762803133119013,0.0016279220581054688
gwo,beale_function,5,50,9.683751598762408,0.0016279220581054688
gwo,beale_function,5,50,-1.0101317859318484,0.0016279220581054688
hs,beale_function,2,10,0.27421669357815937,0.0004291534423828125
hs,beale_function,2,10,-1.9662945827411793,0.0004291534423828125
hs,beale_function,2,20,-4.809885195555273,0.0006933212280273438
hs,beale_function,2,20,1.1976127291790633,0.0006933212280273438
hs,beale_function,2,30,9.070204877908303,0.001065969467163086
hs,beale_function,2,30,0.9506727430756198,0.001065969467163086
hs,beale_function,2,40,0.008096386433866343,0.0013680458068847656
hs,beale_function,2,40,-4.92086644708778,0.0013680458068847656
hs,beale_function,2,50,2.8549660434428326,0.0016779899597167969
hs,beale_function,2,50,0.2939058603903686,0.0016779899597167969
hs,beale_function,3,10,-0.11262962174956925,0.0004317760467529297
hs,beale_function,3,10,2.7532789030933227,0.0004317760467529297
hs,beale_function,3,10,-1.512323610787334,0.0004317760467529297
hs,beale_function,3,20,3.631494706823567,0.0007381439208984375
hs,beale_function,3,20,-0.0979795684811613,0.0007381439208984375
hs,beale_function,3,20,3.2925474485599087,0.0007381439208984375
hs,beale_function,3,30,2.8359671862633125,0.001062154769897461
hs,beale_function,3,30,0.5650228072668781,0.001062154769897461
hs,beale_function,3,30,9.350308017358046,0.001062154769897461
hs,beale_function,3,40,2.9843206441672514,0.001352071762084961
hs,beale_function,3,40,0.5600404393130027,0.001352071762084961
hs,beale_function,3,40,-2.953783767781431,0.001352071762084961
hs,beale_function,3,50,3.3969022555347532,0.0017077922821044922
hs,beale_function,3,50,0.10746972782761333,0.0017077922821044922
hs,beale_function,3,50,2.648345435883199,0.0017077922821044922
hs,beale_function,5,10,-4.000849324142854,0.000408172607421875
hs,beale_function,5,10,1.7999793653910494,0.000408172607421875
hs,beale_function,5,10,0.6296980950648727,0.000408172607421875
hs,beale_function,5,10,5.61324840600818,0.000408172607421875
hs,beale_function,5,10,4.214626559733826,0.000408172607421875
hs,beale_function,5,20,-3.9301758402428515,0.0007190704345703125
hs,beale_function,5,20,1.0760550623777014,0.0007190704345703125
hs,beale_function,5,20,-4.413121839568383,0.0007190704345703125
hs,beale_function,5,20,1.5843521145531358,0.0007190704345703125
hs,beale_function,5,20,1.798133412190392,0.0007190704345703125
hs,beale_function,5,30,-0.04203025892281609,0.0011289119720458984
hs,beale_function,5,30,3.2750261813635406,0.0011289119720458984
hs,beale_function,5,30,7.2597715516108865,0.0011289119720458984
hs,beale_function,5,30,3.1375956317670344,0.0011289119720458984
hs,beale_function,5,30,5.985378279152123,0.0011289119720458984
hs,beale_function,5,40,0.7054374298891002,0.001331329345703125
hs,beale_function,5,40,-0.5169643871102902,0.001331329345703125
hs,beale_function,5,40,6.279549876074949,0.001331329345703125
hs,beale_function,5,40,2.636257272371896,0.001331329345703125
hs,beale_function,5,40,8.401225902685578,0.001331329345703125
hs,beale_function,5,50,1.994959672350591,0.0016291141510009766
hs,beale_function,5,50,-0.1943060795444378,0.0016291141510009766
hs,beale_function,5,50,1.1467214798293934,0.0016291141510009766
hs,beale_function,5,50,-1.1695180692223328,0.0016291141510009766
hs,beale_function,5,50,3.745696760437699,0.0016291141510009766
pso,beale_function,2,10,2.9786434140607274,0.0004639625549316406
pso,beale_function,2,10,0.49146908950636553,0.0004639625549316406
pso,beale_function,2,20,-8.373328234151769,0.0005998611450195312
pso,beale_function,2,20,1.1068276301253495,0.0005998611450195312
pso,beale_function,2,30,2.996746071936583,0.0008020401000976562
pso,beale_function,2,30,0.4992345303867159,0.0008020401000976562
pso,beale_function,2,40,3.0005546319618923,0.0009851455688476562
pso,beale_function,2,40,0.5005709578689272,0.0009851455688476562
pso,beale_function,2,50,2.9919824599506857,0.0011723041534423828
pso,beale_function,2,50,0.49813717727751156,0.0011723041534423828
pso,beale_function,3,10,-6.6895622042187215,0.0004520416259765625
pso,beale_function,3,10,1.1314984993029873,0.0004520416259765625
pso,beale_function,3,10,-10.0,0.0004520416259765625
pso,beale_function,3,20,3.015769274786218,0.0006279945373535156
pso,beale_function,3,20,0.4991170411870938,0.0006279945373535156
pso,beale_function,3,20,-10.0,0.0006279945373535156
pso,beale_function,3,30,-10.0,0.0008308887481689453
pso,beale_function,3,30,1.092090395207762,0.0008308887481689453
pso,beale_function,3,30,-10.0,0.0008308887481689453
pso,beale_function,3,40,2.9900136455015915,0.0010080337524414062
pso,beale_function,3,40,0.4972352059216106,0.0010080337524414062
pso,beale_function,3,40,1.9755824596064084,0.0010080337524414062
pso,beale_function,3,50,3.0229300908457417,0.0011928081512451172
pso,beale_function,3,50,0.5049997865251192,0.0011928081512451172
pso,beale_function,3,50,10.002217052862678,0.0011928081512451172
pso,beale_function,5,10,5.389749963918465,0.00043010711669921875
pso,beale_function,5,10,0.7741035205774378,0.00043010711669921875
pso,beale_function,5,10,-2.7658485061038847,0.00043010711669921875
pso,beale_function,5,10,-10.0,0.00043010711669921875
pso,beale_function,5,10,1.8710009247781356,0.00043010711669921875
pso,beale_function,5,20,-7.250999665137973,0.0006120204925537109
pso,beale_function,5,20,1.1233144381471794,0.0006120204925537109
pso,beale_function,5,20,-4.940985873748648,0.0006120204925537109
pso,beale_function,5,20,-10.0,0.0006120204925537109
pso,beale_function,5,20,10.0,0.0006120204925537109
pso,beale_function,5,30,-10.000121647632527,0.0008509159088134766
pso,beale_function,5,30,1.0916195145083982,0.0008509159088134766
pso,beale_function,5,30,-10.000472505402616,0.0008509159088134766
pso,beale_function,5,30,10.000222622580159,0.0008509159088134766
pso,beale_function,5,30,-9.295572433974785,0.0008509159088134766
pso,beale_function,5,40,2.992181442838276,0.0011508464813232422
pso,beale_function,5,40,0.4990881813063641,0.0011508464813232422
pso,beale_function,5,40,-8.752510075130088,0.0011508464813232422
pso,beale_function,5,40,-4.228849624218859,0.0011508464813232422
pso,beale_function,5,40,-4.144944743116815,0.0011508464813232422
pso,beale_function,5,50,3.011453595846279,0.001306772232055664
pso,beale_function,5,50,0.5025609432287956,0.001306772232055664
pso,beale_function,5,50,10.0,0.001306772232055664
pso,beale_function,5,50,-10.0,0.001306772232055664
pso,beale_function,5,50,10.0,0.001306772232055664
ssa,beale_function,2,10,0.6448405492866618,0.005053997039794922
ssa,beale_function,2,10,-0.6035423866987149,0.005053997039794922
ssa,beale_function,2,20,7.827253129743516,0.01529693603515625
ssa,beale_function,2,20,0.9167379614727473,0.01529693603515625
ssa,beale_function,2,30,2.5880513077002103,0.029597043991088867
ssa,beale_function,2,30,0.37370169585205426,0.029597043991088867
ssa,beale_function,2,40,2.070531257019511,0.049839019775390625
ssa,beale_function,2,40,0.23699884447016648,0.049839019775390625
ssa,beale_function,2,50,2.683198968487713,0.07678890228271484
ssa,beale_function,2,50,0.41278922023656484,0.07678890228271484
ssa,beale_function,3,10,-5.994787053073508,0.005253791809082031
ssa,beale_function,3,10,1.0640291347300623,0.005253791809082031
ssa,beale_function,3,10,9.820456393971856,0.005253791809082031
ssa,beale_function,3,20,2.26630179879478,0.015030145645141602
ssa,beale_function,3,20,0.2884661391241016,0.015030145645141602
ssa,beale_function,3,20,2.0837730412331563,0.015030145645141602
ssa,beale_function,3,30,-5.196712213471016,0.028663158416748047
ssa,beale_function,3,30,1.2420360673283635,0.028663158416748047
ssa,beale_function,3,30,2.6586488774443855,0.028663158416748047
ssa,beale_function,3,40,3.1801453255933008,0.04801154136657715
ssa,beale_function,3,40,0.5327781272646885,0.04801154136657715
ssa,beale_function,3,40,-9.405723480355437,0.04801154136657715
ssa,beale_function,3,50,2.7969472580209316,0.07152676582336426
ssa,beale_function,3,50,0.41515099399721966,0.07152676582336426
ssa,beale_function,3,50,2.659620634602669,0.07152676582336426
ssa,beale_function,5,10,-2.886806826220301,0.004990100860595703
ssa,beale_function,5,10,1.3865416373988455,0.004990100860595703
ssa,beale_function,5,10,5.394234880386599,0.004990100860595703
ssa,beale_function,5,10,-2.456113588001533,0.004990100860595703
ssa,beale_function,5,10,-9.636338043031033,0.004990100860595703
ssa,beale_function,5,20,-2.414238944419029,0.014471054077148438
ssa,beale_function,5,20,1.350852689795902,0.014471054077148438
ssa,beale_function,5,20,-5.219366448096183,0.014471054077148438
ssa,beale_function,5,20,-1.8438340792034738,0.014471054077148438
ssa,beale_function,5,20,2.9727524806856236,0.014471054077148438
ssa,beale_function,5,30,2.3045845887065384,0.02845597267150879
ssa,beale_function,5,30,0.3271834052954584,0.02845597267150879
ssa,beale_function,5,30,6.377058324227382,0.02845597267150879
ssa,beale_function,5,30,-1.2226075859267165,0.02845597267150879
ssa,beale_function,5,30,-9.584462542668748,0.02845597267150879
ssa,beale_function,5,40,3.532521578639623,0.048084259033203125
ssa,beale_function,5,40,0.5967355788256826,0.048084259033203125
ssa,beale_function,5,40,8.791937784795044,0.048084259033203125
ssa,beale_function,5,40,8.620902613023283,0.048084259033203125
ssa,beale_function,5,40,6.259375481429013,0.048084259033203125
ssa,beale_function,5,50,4.23347075651023,0.0731809139251709
ssa,beale_function,5,50,0.7409188885335554,0.0731809139251709
ssa,beale_function,5,50,-4.413629846667866,0.0731809139251709
ssa,beale_function,5,50,4.135689133113386,0.0731809139251709
ssa,beale_function,5,50,-9.45631614151522,0.0731809139251709
wsa,beale_function,2,10,2.7188952743521155,0.004637956619262695
wsa,beale_function,2,10,0.4139725153618143,0.004637956619262695
wsa,beale_function,2,20,4.145894062453979,0.016276836395263672
wsa,beale_function,2,20,0.6888109814051517,0.016276836395263672
wsa,beale_function,2,30,8.360226005588142,0.034960269927978516
wsa,beale_function,2,30,0.84996864852532,0.034960269927978516
wsa,beale_function,2,40,2.8464667988905274,0.061684370040893555
wsa,beale_function,2,40,0.45474454542358744,0.061684370040893555
wsa,beale_function,2,50,4.66962432927179,0.09510183334350586
wsa,beale_function,2,50,0.7352536688881282,0.09510183334350586
wsa,beale_function,3,10,6.539785222055588,0.0044841766357421875
wsa,beale_function,3,10,0.8248772574680212,0.0044841766357421875
wsa,beale_function,3,10,-2.027974531877642,0.0044841766357421875
wsa,beale_function,3,20,3.730907009547591,0.016325950622558594
wsa,beale_function,3,20,0.6362575120161658,0.016325950622558594
wsa,beale_function,3,20,6.7602022113675195,0.016325950622558594
wsa,beale_function,3,30,3.057688452086364,0.0346989631652832
wsa,beale_function,3,30,0.5150994106003101,0.0346989631652832
wsa,beale_function,3,30,-2.54017532339827,0.0346989631652832
wsa,beale_function,3,40,-4.513061811783086,0.0616297721862793
wsa,beale_function,3,40,1.181331550128786,0.0616297721862793
wsa,beale_function,3,40,-6.480031631139167,0.0616297721862793
wsa,beale_function,3,50,2.9881215816574325,0.09444999694824219
wsa,beale_function,3,50,0.4982982911973765,0.09444999694824219
wsa,beale_function,3,50,-0.06605640614886951,0.09444999694824219
wsa,beale_function,5,10,8.70822930979793,0.004464864730834961
wsa,beale_function,5,10,0.8794428234968985,0.004464864730834961
wsa,beale_function,5,10,6.899939884271979,0.004464864730834961
wsa,beale_function,5,10,9.547206940304328,0.004464864730834961
wsa,beale_function,5,10,-0.6275875679048286,0.004464864730834961
wsa,beale_function,5,20,2.743402101308424,0.016057729721069336
wsa,beale_function,5,20,0.4247404414498208,0.016057729721069336
wsa,beale_function,5,20,-5.378453272363687,0.016057729721069336
wsa,beale_function,5,20,-1.0734060931959544,0.016057729721069336
wsa,beale_function,5,20,0.07843011083475729,0.016057729721069336
wsa,beale_function,5,30,-5.924591731245437,0.03501486778259277
wsa,beale_function,5,30,1.148386890934444,0.03501486778259277
wsa,beale_function,5,30,1.4706473435151692,0.03501486778259277
wsa,beale_function,5,30,6.905344275288023,0.03501486778259277
wsa,beale_function,5,30,8.045446138170863,0.03501486778259277
wsa,beale_function,5,40,3.0013282112451156,0.06044316291809082
wsa,beale_function,5,40,0.5002175642829699,0.06044316291809082
wsa,beale_function,5,40,-3.4634358104901457,0.06044316291809082
wsa,beale_function,5,40,-9.990997322481835,0.06044316291809082
wsa,beale_function,5,40,-3.0283277876119454,0.06044316291809082
wsa,beale_function,5,50,2.7499027780636234,0.09444594383239746
wsa,beale_function,5,50,0.4507261179230655,0.09444594383239746
wsa,beale_function,5,50,6.369329829494175,0.09444594383239746
wsa,beale_function,5,50,-0.45949500318858005,0.09444594383239746
wsa,beale_function,5,50,8.706271263153166,0.09444594383239746
aba,drop_wave_function,2,10,-2.4783881000806725,0.0013499259948730469
aba,drop_wave_function,2,10,-3.3757106968152866,0.0013499259948730469
aba,drop_wave_function,2,20,0.11890302320161711,0.0027036666870117188
aba,drop_wave_function,2,20,-0.5064444068078972,0.0027036666870117188
aba,drop_wave_function,2,30,0.23731977458807862,0.004136800765991211
aba,drop_wave_function,2,30,0.4629293151447988,0.004136800765991211
aba,drop_wave_function,2,40,0.45718379949108545,0.005488872528076172
aba,drop_wave_function,2,40,-0.24820468201311918,0.005488872528076172
aba,drop_wave_function,2,50,-0.9867747825037058,0.006852865219116211
aba,drop_wave_function,2,50,0.3331961480168367,0.006852865219116211
aba,drop_wave_function,3,10,-4.070391407726814,0.0014719963073730469
aba,drop_wave_function,3,10,0.632786389650451,0.0014719963073730469
aba,drop_wave_function,3,10,0.6959259629038128,0.0014719963073730469
aba,drop_wave_function,3,20,-0.4659834189843176,0.0030469894409179688
aba,drop_wave_function,3,20,0.7037871898390478,0.0030469894409179688
aba,drop_wave_function,3,20,0.641968079355666,0.0030469894409179688
aba,drop_wave_function,3,30,-0.33121322315150986,0.004555940628051758
aba,drop_wave_function,3,30,0.31091470869912696,0.004555940628051758
aba,drop_wave_function,3,30,-0.2535373332689579,0.004555940628051758
aba,drop_wave_function,3,40,0.4425044411152829,0.0059359073638916016
aba,drop_wave_function,3,40,0.014127554543288947,0.0059359073638916016
aba,drop_wave_function,3,40,0.2729609330997083,0.0059359073638916016
aba,drop_wave_function,3,50,0.22273662508462755,0.007274150848388672
aba,drop_wave_function,3,50,0.3319736404417634,0.007274150848388672
aba,drop_wave_function,3,50,-0.3328795286448972,0.007274150848388672
aba,drop_wave_function,5,10,1.2592071361354062,0.0016450881958007812
aba,drop_wave_function,5,10,-2.0249894971606666,0.0016450881958007812
aba,drop_wave_function,5,10,6.145011223973128,0.0016450881958007812
aba,drop_wave_function,5,10,0.19897923136261428,0.0016450881958007812
aba,drop_wave_function,5,10,-4.2636840774697875,0.0016450881958007812
aba,drop_wave_function,5,20,-0.6527704930526294,0.0034248828887939453
aba,drop_wave_function,5,20,-0.35415411719293455,0.0034248828887939453
aba,drop_wave_function,5,20,-2.148801922467193,0.0034248828887939453
aba,drop_wave_function,5,20,-0.6180103357526321,0.0034248828887939453
aba,drop_wave_function,5,20,-1.0957453467670044,0.0034248828887939453
aba,drop_wave_function,5,30,-0.7640245090663664,0.005034446716308594
aba,drop_wave_function,5,30,0.3407135992891179,0.005034446716308594
aba,drop_wave_function,5,30,-0.5981828273452258,0.005034446716308594
aba,drop_wave_function,5,30,-0.024694087242424556,0.005034446716308594
aba,drop_wave_function,5,30,0.15474557907743244,0.005034446716308594
aba,drop_wave_function,5,40,-0.6249630278781635,0.006654977798461914
aba,drop_wave_function,5,40,-0.2720606887868702,0.006654977798461914
aba,drop_wave_function,5,40,-0.10935768567078302,0.006654977798461914
aba,drop_wave_function,5,40,-0.0501081464858524,0.006654977798461914
aba,drop_wave_function,5,40,-0.7782559241812066,0.006654977798461914
aba,drop_wave_function,5,50,-0.19794501835335745,0.00823974609375
aba,drop_wave_function,5,50,1.0874853741015325,0.00823974609375
aba,drop_wave_function,5,50,0.46854230907056243,0.00823974609375
aba,drop_wave_function,5,50,0.5650830440530121,0.00823974609375
aba,drop_wave_function,5,50,1.6118261621780214,0.00823974609375
ba,drop_wave_function,2,10,0.9480105222161068,0.0008821487426757812
ba,drop_wave_function,2,10,1.8350102448191645,0.0008821487426757812
ba,drop_wave_function,2,20,-0.470918449483533,0.0015232563018798828
ba,drop_wave_function,2,20,-0.25815057146158626,0.0015232563018798828
ba,drop_wave_function,2,30,0.5080055228090169,0.0021598339080810547
ba,drop_wave_function,2,30,0.17993218549801815,0.0021598339080810547
ba,drop_wave_function,2,40,0.23167390968021134,0.0027990341186523438
ba,drop_wave_function,2,40,-0.48020211742274155,0.0027990341186523438
ba,drop_wave_function,2,50,-0.4790445245579271,0.003468036651611328
ba,drop_wave_function,2,50,0.19956178812146416,0.003468036651611328
ba,drop_wave_function,3,10,-2.080695199716675,0.0009179115295410156
ba,drop_wave_function,3,10,-0.18972089728053926,0.0009179115295410156
ba,drop_wave_function,3,10,-1.5571475912808865,0.0009179115295410156
ba,drop_wave_function,3,20,-0.9343653592889177,0.0016279220581054688
ba,drop_wave_function,3,20,0.600897077305778,0.0016279220581054688
ba,drop_wave_function,3,20,0.1415921666949599,0.0016279220581054688
ba,drop_wave_function,3,30,-0.2024000469525997,0.002452850341796875
ba,drop_wave_function,3,30,-0.2997612138887178,0.002452850341796875
ba,drop_wave_function,3,30,0.3100498457560901,0.002452850341796875
ba,drop_wave_function,3,40,-0.302164056648454,0.002895832061767578
ba,drop_wave_function,3,40,-0.9670691879206657,0.002895832061767578
ba,drop_wave_function,3,40,0.1891917956128302,0.002895832061767578
ba,drop_wave_function,3,50,-0.07959706308724002,0.003799915313720703
ba,drop_wave_function,3,50,0.19038807414057834,0.003799915313720703
ba,drop_wave_function,3,50,1.0939931311450535,0.003799915313720703
ba,drop_wave_function,5,10,-2.908885425196536,0.00115203857421875
ba,drop_wave_function,5,10,0.39251926079668786,0.00115203857421875
ba,drop_wave_function,5,10,-1.5201861770588903,0.00115203857421875
ba,drop_wave_function,5,10,-3.4117836728784,0.00115203857421875
ba,drop_wave_function,5,10,-3.057410366566514,0.00115203857421875
ba,drop_wave_function,5,20,1.573734174292265,0.0019919872283935547
ba,drop_wave_function,5,20,0.9307982227448166,0.0019919872283935547
ba,drop_wave_function,5,20,1.3774749765962186,0.0019919872283935547
ba,drop_wave_function,5,20,-0.0014620144499875726,0.0019919872283935547
ba,drop_wave_function,5,20,2.1732978791261903,0.0019919872283935547
ba,drop_wave_function,5,30,0.2926351401685457,0.002887248992919922
ba,drop_wave_function,5,30,-1.7452996565500192,0.002887248992919922
ba,drop_wave_function,5,30,-1.075573079142772,0.002887248992919922
ba,drop_wave_function,5,30,-0.0064764699669161985,0.002887248992919922
ba,drop_wave_function,5,30,0.16614898324694238,0.002887248992919922
ba,drop_wave_function,5,40,1.9091871822858577,0.0038030147552490234
ba,drop_wave_function,5,40,1.3218339831220802,0.0038030147552490234
ba,drop_wave_function,5,40,-0.8009208026481485,0.0038030147552490234
ba,drop_wave_function,5,40,-1.6533370416911901,0.0038030147552490234
ba,drop_wave_function,5,40,-1.1019209988114407,0.0038030147552490234
ba,drop_wave_function,5,50,-0.27434922756050323,0.004621028900146484
ba,drop_wave_function,5,50,0.7003436515967253,0.004621028900146484
ba,drop_wave_function,5,50,-0.945419721355637,0.004621028900146484
ba,drop_wave_function,5,50,0.920151799177589,0.004621028900146484
ba,drop_wave_function,5,50,-1.3981480385805358,0.004621028900146484
bfo,drop_wave_function,2,10,0.3414686334053586,0.016295909881591797
bfo,drop_wave_function,2,10,0.38516548936728323,0.016295909881591797
bfo,drop_wave_function,2,20,-0.1521043836102139,0.032340049743652344
bfo,drop_wave_function,2,20,0.4863644722518368,0.032340049743652344
bfo,drop_wave_function,2,30,-0.5124762618129143,0.04796481132507324
bfo,drop_wave_function,2,30,0.11631833357581013,0.04796481132507324
bfo,drop_wave_function,2,40,0.02813834534565944,0.06411290168762207
bfo,drop_wave_function,2,40,-6.504218423700192e-05,0.06411290168762207
bfo,drop_wave_function,2,50,-0.39407541615921887,0.08070087432861328
bfo,drop_wave_function,2,50,-0.338768117014002,0.08070087432861328
bfo,drop_wave_function,3,10,0.7916822753418079,0.016948938369750977
bfo,drop_wave_function,3,10,-0.6038521483210156,0.016948938369750977
bfo,drop_wave_function,3,10,-0.23157410847434648,0.016948938369750977
bfo,drop_wave_function,3,20,-0.5237218769965488,0.03372812271118164
bfo,drop_wave_function,3,20,-0.021999463742107428,0.03372812271118164
bfo,drop_wave_function,3,20,-0.1360379658132843,0.03372812271118164
bfo,drop_wave_function,3,30,-0.4307269881683636,0.05001187324523926
bfo,drop_wave_function,3,30,0.1741306619629617,0.05001187324523926
bfo,drop_wave_function,3,30,-0.8755629719350684,0.05001187324523926
bfo,drop_wave_function,3,40,0.06580736983081165,0.06612300872802734
bfo,drop_wave_function,3,40,-0.8672869141435743,0.06612300872802734
bfo,drop_wave_function,3,40,0.6210357945967004,0.06612300872802734
bfo,drop_wave_function,3,50,0.2074572670203733,0.08235025405883789
bfo,drop_wave_function,3,50,0.46365342908533635,0.08235025405883789
bfo,drop_wave_function,3,50,0.15167541192950404,0.08235025405883789
bfo,drop_wave_function,5,10,0.9480765508330309,0.01842021942138672
bfo,drop_wave_function,5,10,-1.033197436532791,0.01842021942138672
bfo,drop_wave_function,5,10,-3.707854217477551,0.01842021942138672
bfo,drop_wave_function,5,10,-1.55145377573424,0.01842021942138672
bfo,drop_wave_function,5,10,-2.012773211215217,0.01842021942138672
bfo,drop_wave_function,5,20,-0.02020382492943698,0.03568601608276367
bfo,drop_wave_function,5,20,0.5988740989615924,0.03568601608276367
bfo,drop_wave_function,5,20,-0.6893336434247972,0.03568601608276367
bfo,drop_wave_function,5,20,-0.22247335153362005,0.03568601608276367
bfo,drop_wave_function,5,20,-0.2997489332371546,0.03568601608276367
bfo,drop_wave_function,5,30,-1.920117246097742,0.05448794364929199
bfo,drop_wave_function,5,30,0.8070698949630541,0.05448794364929199
bfo,drop_wave_function,5,30,-0.2938252854084794,0.05448794364929199
bfo,drop_wave_function,5,30,-0.06060519877018442,0.05448794364929199
